OT_ID,Equipo_ID,Falla_ID,Actividad_ID,Mecanico_Lider_ID,Fecha_Ingreso,Fecha_Salida,Tipo_OT,Estado_OT,Horas_Taller,Horas_Planificadas,Num_Mecanicos,Horas_Hombre,Costo_ManoObra_USD,Costo_Repuestos_USD,Costo_Total_USD,Cumple_Plazo
1036,9,757.0,14,20,2023-12-04 02:00:59.599136,2023-12-04 06:48:04.533016,Correctivo,Cerrada,4.78,3.0,3,14.35,355.86,8195.95,8551.81,False
1037,1,,10,22,2023-12-05 00:00:00.000000,2023-12-05 03:28:54.587561,Predictivo,Cerrada,3.48,3.0,2,6.96,132.31,181.56,313.87,False
1038,9,759.0,14,11,2023-12-05 14:23:59.329779,2023-12-05 19:12:26.422966,Correctivo,Cerrada,4.81,3.0,2,9.62,199.54,45.4,244.94,False
1039,19,,9,7,2023-12-06 00:00:00.000000,2023-12-06 03:34:50.502219,Predictivo,Cerrada,3.58,3.0,2,7.16,236.33,197.63,433.96,False
1040,8,,9,10,2023-12-06 00:00:00.000000,2023-12-06 03:11:54.356595,Predictivo,Cerrada,3.2,3.0,2,6.4,191.91,157.78,349.69,True
1041,20,760.0,14,8,2023-12-06 05:18:32.852322,2023-12-06 10:10:29.833605,Correctivo,Cerrada,4.87,3.0,4,19.46,378.76,701.51,1080.27,False
1042,18,761.0,14,3,2023-12-06 13:58:51.439108,2023-12-06 16:18:44.040591,Correctivo,Cerrada,2.33,3.0,4,9.33,142.87,2083.49,2226.36,True
1043,14,,11,10,2023-12-07 00:00:00.000000,2023-12-07 04:23:35.337551,Predictivo,Cerrada,4.39,4.0,1,4.39,131.79,229.13,360.92,True
1044,20,763.0,14,7,2023-12-07 20:45:53.535721,2023-12-08 00:51:37.671303,Correctivo,Cerrada,4.1,3.0,2,8.19,244.94,2936.96,3181.9,False
1045,6,762.0,13,10,2023-12-07 22:53:26.128014,2023-12-08 12:12:25.656058,Correctivo,Cerrada,13.32,10.0,1,13.32,370.55,2995.86,3366.41,False
1046,20,,8,4,2023-12-08 00:00:00.000000,2023-12-08 02:21:45.847449,Predictivo,Cerrada,2.36,2.0,2,4.73,207.92,103.86,311.78,False
1047,17,,9,4,2023-12-08 00:00:00.000000,2023-12-08 02:51:12.195296,Predictivo,Cerrada,2.85,3.0,2,5.71,251.1,199.89,450.99,True
1048,7,764.0,14,20,2023-12-08 02:12:01.782290,2023-12-08 06:09:22.349296,Correctivo,Cerrada,3.96,3.0,1,3.96,92.21,221.91,314.12,False
1049,16,766.0,14,24,2023-12-08 22:48:49.731381,2023-12-09 01:35:26.224373,Correctivo,Cerrada,2.78,3.0,3,8.33,160.64,1742.31,1902.95,True
1050,7,,11,3,2023-12-09 00:00:00.000000,2023-12-09 04:24:44.542305,Predictivo,Cerrada,4.41,4.0,1,4.41,75.01,298.17,373.18,True
1051,1,767.0,14,9,2023-12-09 06:58:27.184435,2023-12-09 09:39:27.927039,Correctivo,Cerrada,2.68,3.0,2,5.37,131.84,2640.35,2772.19,True
1052,10,768.0,14,4,2023-12-09 08:40:52.400632,2023-12-09 11:01:42.615760,Correctivo,Cerrada,2.35,3.0,2,4.69,198.65,701.45,900.1,True
1053,11,769.0,14,15,2023-12-09 18:10:26.215760,2023-12-09 22:06:56.068664,Correctivo,Cerrada,3.94,3.0,4,15.77,457.35,383.62,840.98,False
1054,14,771.0,14,19,2023-12-10 22:29:52.870834,2023-12-11 02:03:35.216718,Correctivo,Cerrada,3.56,3.0,4,14.25,335.69,111.26,446.95,False
1055,11,,4,3,2023-12-11 00:00:00.000000,2023-12-11 01:49:50.026328,Preventivo,Cerrada,1.83,2.0,2,3.66,62.24,192.05,254.29,True
1056,8,772.0,14,8,2023-12-11 07:50:21.604271,2023-12-11 12:48:28.900660,Correctivo,Cerrada,4.97,3.0,1,4.97,85.73,259.11,344.85,False
1057,4,770.0,14,19,2023-12-11 09:32:50.235739,2023-12-11 12:22:56.809396,Correctivo,Cerrada,2.84,3.0,2,5.67,154.36,297.3,451.66,True
1058,10,773.0,14,12,2023-12-11 17:10:22.967169,2023-12-11 20:53:29.659808,Correctivo,Cerrada,3.72,3.0,3,11.16,165.47,116.27,281.74,False
1059,18,775.0,14,4,2023-12-11 19:57:13.277774,2023-12-11 23:27:10.346277,Correctivo,Cerrada,3.5,3.0,4,14.0,673.41,267.71,941.12,False
1060,5,774.0,13,21,2023-12-11 20:25:06.503905,2023-12-12 04:23:49.002210,Correctivo,Cerrada,7.98,10.0,4,31.91,566.77,4848.7,5415.48,True
1061,9,778.0,13,18,2023-12-11 23:01:00.772525,2023-12-12 12:38:52.904823,Correctivo,Cerrada,13.63,10.0,2,27.26,576.1,21205.68,21781.78,False
1062,18,776.0,14,25,2023-12-11 23:39:28.755299,2023-12-12 02:23:12.727152,Correctivo,Cancelada,2.73,3.0,3,8.19,358.51,104.77,463.28,True
1063,7,,5,13,2023-12-12 00:00:00.000000,2023-12-12 04:26:17.572960,Preventivo,Cerrada,4.44,4.0,2,8.88,106.52,648.58,755.1,False
1064,15,,4,2,2023-12-12 00:00:00.000000,2023-12-12 01:56:12.356702,Preventivo,Cerrada,1.94,2.0,2,3.87,61.98,237.76,299.73,True
1065,9,777.0,14,13,2023-12-12 03:50:32.301613,2023-12-12 06:59:14.743907,Correctivo,Cerrada,3.15,3.0,1,3.15,38.72,11188.79,11227.51,True
1066,8,779.0,14,16,2023-12-12 04:35:49.460139,2023-12-12 08:03:25.417482,Correctivo,Cerrada,3.46,3.0,3,10.38,248.62,20248.79,20497.41,False
1067,3,783.0,14,11,2023-12-12 09:53:00.778073,2023-12-12 12:34:40.269171,Correctivo,Cerrada,2.69,3.0,2,5.39,102.89,7972.92,8075.81,True
1068,13,780.0,14,9,2023-12-12 11:13:58.847201,2023-12-12 16:30:24.985254,Correctivo,Cerrada,5.27,3.0,2,10.55,252.24,39.32,291.56,False
1069,19,781.0,14,25,2023-12-12 13:40:07.948827,2023-12-12 18:06:37.939410,Correctivo,Cerrada,4.44,3.0,2,8.88,381.54,1649.49,2031.03,False
1070,9,782.0,14,21,2023-12-12 16:41:35.016712,2023-12-12 20:57:12.444593,Correctivo,Cerrada,4.26,3.0,4,17.04,337.53,430.41,767.94,False
1071,10,,3,23,2023-12-13 00:00:00.000000,2023-12-13 05:32:12.330510,Preventivo,Cerrada,5.54,5.0,1,5.54,182.71,302.17,484.88,False
1072,13,,5,17,2023-12-13 00:00:00.000000,2023-12-13 04:23:13.345781,Preventivo,Cerrada,4.39,4.0,3,13.16,447.48,654.03,1101.51,True
1073,6,,3,4,2023-12-13 00:00:00.000000,2023-12-13 05:41:01.196789,Preventivo,Cerrada,5.68,5.0,3,17.05,750.24,288.43,1038.68,False
1074,18,,5,21,2023-12-13 00:00:00.000000,2023-12-13 04:35:23.028032,Preventivo,Cerrada,4.59,4.0,2,9.18,174.41,668.98,843.39,False
1075,2,784.0,14,1,2023-12-13 19:19:19.667757,2023-12-13 23:48:08.502967,Correctivo,Cerrada,4.48,3.0,3,13.44,189.72,3153.14,3342.86,False
1076,20,,7,11,2023-12-14 00:00:00.000000,2023-12-14 05:01:10.903029,Preventivo,Cerrada,5.02,5.0,2,10.04,210.83,804.16,1014.99,True
1077,16,,6,9,2023-12-14 00:00:00.000000,2023-12-14 06:43:41.119903,Preventivo,Cerrada,6.73,6.0,1,6.73,168.2,874.77,1042.97,False
1078,17,788.0,14,25,2023-12-14 10:25:34.342961,2023-12-14 14:00:17.492367,Correctivo,Cerrada,3.58,3.0,1,3.58,154.61,9401.24,9555.85,False
1079,12,787.0,13,17,2023-12-14 13:22:36.052907,2023-12-14 21:26:55.110479,Correctivo,Cerrada,8.07,10.0,2,16.14,564.26,26774.97,27339.23,True
1080,6,789.0,14,11,2023-12-14 15:12:41.087759,2023-12-14 20:24:30.951966,Correctivo,Cerrada,5.2,3.0,1,5.2,104.78,100.06,204.84,False
1081,6,786.0,14,23,2023-12-14 20:55:02.262160,2023-12-15 00:59:21.315967,Correctivo,Cerrada,4.07,3.0,3,12.22,391.89,817.75,1209.64,False
1082,5,792.0,14,14,2023-12-15 08:18:51.886768,2023-12-15 11:59:27.505054,Correctivo,Cancelada,3.68,3.0,1,3.68,122.94,144.06,267.0,False
1083,16,793.0,14,13,2023-12-15 13:59:34.902101,2023-12-15 18:21:56.131340,Correctivo,Cerrada,4.37,3.0,2,8.75,102.33,3522.38,3624.71,False
1084,19,791.0,14,12,2023-12-15 15:50:02.741478,2023-12-15 18:56:47.942807,Correctivo,Cancelada,3.11,3.0,3,9.34,143.99,334.79,478.78,True
1085,19,796.0,14,12,2023-12-16 07:22:09.902722,2023-12-16 11:03:10.761881,Correctivo,Cerrada,3.68,3.0,2,7.37,106.01,3271.96,3377.97,False
1086,3,797.0,14,10,2023-12-16 13:05:50.537552,2023-12-16 17:55:54.362162,Correctivo,Cerrada,4.83,3.0,2,9.67,314.38,700.83,1015.21,False
1087,8,799.0,13,1,2023-12-16 19:19:34.525795,2023-12-17 10:09:00.268816,Correctivo,Cerrada,14.82,10.0,4,59.3,841.88,11348.85,12190.73,False
1088,10,795.0,14,11,2023-12-16 23:14:09.910673,2023-12-17 03:38:11.932753,Correctivo,Cerrada,4.4,3.0,2,8.8,186.7,700.15,886.85,False
1089,17,,1,2,2023-12-17 00:00:00.000000,2023-12-17 04:13:25.583422,Preventivo,Cerrada,4.22,4.0,1,4.22,67.58,715.58,783.16,True
1090,5,,5,12,2023-12-17 00:00:00.000000,2023-12-17 03:43:26.977901,Preventivo,Cerrada,3.72,4.0,2,7.45,111.72,695.62,807.34,True
1091,1,,7,7,2023-12-17 00:00:00.000000,2023-12-17 05:07:19.039949,Preventivo,Cerrada,5.12,5.0,2,10.24,338.05,704.32,1042.37,True
1092,3,798.0,14,2,2023-12-17 04:57:25.142462,2023-12-17 07:21:26.922048,Correctivo,Cerrada,2.4,3.0,2,4.8,74.68,3574.71,3649.39,True
1093,18,800.0,13,23,2023-12-17 17:50:53.346214,2023-12-18 03:54:38.354914,Correctivo,Cerrada,10.06,10.0,4,40.25,1321.73,3109.21,4430.94,True
1094,12,,4,4,2023-12-18 00:00:00.000000,2023-12-18 02:12:50.920359,Preventivo,Cerrada,2.21,2.0,1,2.21,97.42,174.08,271.5,False
1095,8,,2,5,2023-12-18 00:00:00.000000,2023-12-18 02:54:11.118464,Preventivo,Abierta,2.9,3.0,1,2.9,49.35,470.38,519.74,True
1096,19,,5,5,2023-12-18 00:00:00.000000,2023-12-18 04:33:48.444973,Preventivo,Cancelada,4.56,4.0,2,9.13,155.16,729.75,884.9,False
1097,14,,6,25,2023-12-18 00:00:00.000000,2023-12-18 06:47:50.211362,Preventivo,Cerrada,6.8,6.0,2,13.59,638.94,1059.84,1698.78,False
1098,13,802.0,14,19,2023-12-18 15:11:55.916190,2023-12-18 19:20:31.171329,Correctivo,Cerrada,4.14,3.0,3,12.43,305.13,1577.82,1882.95,False
1099,6,803.0,12,20,2023-12-18 15:28:55.640534,2023-12-19 03:25:09.995478,Correctivo,Cerrada,11.94,8.0,2,23.87,562.12,404.12,966.24,False
1100,13,804.0,14,16,2023-12-18 18:02:30.953458,2023-12-18 23:21:58.757248,Correctivo,Cerrada,5.32,3.0,3,15.97,353.9,2746.53,3100.43,False
1101,21,,7,13,2023-12-19 00:00:00.000000,2023-12-19 05:13:03.864958,Preventivo,Cerrada,5.22,5.0,2,10.44,125.23,647.37,772.6,True
1102,9,,5,12,2023-12-19 00:00:00.000000,2023-12-19 03:58:07.753780,Preventivo,Cerrada,3.97,4.0,2,7.94,119.06,618.67,737.74,True
1103,1,805.0,14,1,2023-12-19 20:59:52.715108,2023-12-20 01:33:24.902080,Correctivo,Cerrada,4.56,3.0,3,13.68,191.51,3883.5,4075.01,False
1104,2,,5,21,2023-12-20 00:00:00.000000,2023-12-20 04:34:16.421241,Preventivo,Cerrada,4.57,4.0,2,9.14,173.71,658.24,831.95,False
1105,4,,5,21,2023-12-20 00:00:00.000000,2023-12-20 04:11:54.772508,Preventivo,Cancelada,4.2,4.0,2,8.4,159.54,662.56,822.1,True
1106,3,,3,22,2023-12-20 00:00:00.000000,2023-12-20 04:25:28.552790,Preventivo,Cerrada,4.42,5.0,3,13.27,252.2,327.71,579.92,True
1107,19,806.0,14,6,2023-12-20 02:51:58.527960,2023-12-20 06:58:42.311286,Correctivo,Cerrada,4.11,3.0,3,12.34,475.52,791.76,1267.28,False
1108,4,807.0,14,25,2023-12-22 00:22:47.561260,2023-12-22 05:30:16.447935,Correctivo,Cerrada,5.12,3.0,2,10.25,482.6,292.79,775.39,False
1109,20,808.0,14,10,2023-12-22 05:32:12.564023,2023-12-22 09:17:16.202498,Correctivo,Cerrada,3.75,3.0,1,3.75,109.37,45.4,154.77,False
1110,3,809.0,13,25,2023-12-22 15:35:26.718457,2023-12-22 23:08:28.727588,Correctivo,Cerrada,7.55,10.0,1,7.55,334.48,24736.08,25070.55,True
1111,20,810.0,14,17,2023-12-22 18:39:22.361422,2023-12-22 22:31:01.923423,Correctivo,Cerrada,3.86,3.0,4,15.44,539.79,852.38,1392.17,False
1112,5,811.0,13,25,2023-12-22 23:13:18.348867,2023-12-23 09:58:28.123043,Correctivo,Cerrada,10.75,10.0,1,10.75,554.28,7304.36,7858.64,True
1113,21,813.0,14,16,2023-12-23 19:24:58.009141,2023-12-24 00:29:06.292790,Correctivo,Cerrada,5.07,3.0,2,10.14,211.33,98.37,309.71,False
1114,17,815.0,13,16,2023-12-24 04:01:58.676770,2023-12-24 13:29:34.824168,Correctivo,Cerrada,9.46,10.0,1,9.46,190.09,5993.63,6183.72,True
1115,12,814.0,14,5,2023-12-24 07:16:56.141888,2023-12-24 12:04:03.792686,Correctivo,Cerrada,4.79,3.0,4,19.14,340.36,288.51,628.88,False
1116,10,818.0,13,11,2023-12-25 02:10:02.429330,2023-12-25 15:05:45.518217,Correctivo,Cerrada,12.93,10.0,3,38.79,757.03,31855.47,32612.5,False
1117,7,816.0,13,18,2023-12-25 03:18:54.148618,2023-12-25 14:58:24.931384,Correctivo,Cerrada,11.66,10.0,1,11.66,254.0,8723.95,8977.94,False
1118,2,817.0,14,17,2023-12-25 07:52:44.615004,2023-12-25 12:24:32.471839,Correctivo,Cerrada,4.53,3.0,3,13.59,443.93,198.74,642.67,False
1119,9,819.0,14,24,2023-12-25 12:19:59.314590,2023-12-25 15:56:49.047696,Correctivo,Cerrada,3.61,3.0,3,10.84,196.71,973.01,1169.72,False
1120,12,820.0,14,19,2023-12-26 05:11:09.670807,2023-12-26 09:39:49.721814,Correctivo,Cerrada,4.48,3.0,2,8.96,244.94,33.63,278.57,False
1121,15,823.0,14,16,2023-12-26 08:26:58.875485,2023-12-26 10:54:31.001679,Correctivo,Cerrada,2.46,3.0,2,4.92,114.02,1361.4,1475.42,True
1122,19,822.0,14,23,2023-12-26 16:56:04.682079,2023-12-26 20:20:56.410482,Correctivo,Cerrada,3.41,3.0,3,10.24,312.17,5042.9,5355.07,True
1123,5,824.0,14,23,2023-12-26 17:24:38.745703,2023-12-26 21:57:31.281061,Correctivo,Cerrada,4.55,3.0,4,18.19,563.71,288.72,852.43,False
1124,21,825.0,12,4,2023-12-27 00:14:27.226348,2023-12-27 08:02:55.575266,Correctivo,Cerrada,7.81,8.0,3,23.42,1006.1,6893.42,7899.52,True
1125,11,827.0,14,7,2023-12-27 01:42:38.448519,2023-12-27 05:49:40.546028,Correctivo,Cerrada,4.12,3.0,1,4.12,124.46,375.24,499.7,False
1126,17,826.0,13,23,2023-12-27 08:17:45.142189,2023-12-27 20:16:36.689377,Correctivo,Cerrada,11.98,10.0,3,35.94,1190.95,10479.06,11670.01,False
1127,13,828.0,14,9,2023-12-27 08:50:30.772756,2023-12-27 12:59:28.843561,Correctivo,Cerrada,4.15,3.0,1,4.15,105.76,7014.62,7120.38,False
1128,7,829.0,14,18,2023-12-27 21:31:53.973765,2023-12-28 01:59:53.333629,Correctivo,Cerrada,4.47,3.0,4,17.87,423.37,23305.54,23728.91,False
1129,2,830.0,12,3,2023-12-28 02:11:42.702689,2023-12-28 14:36:18.820471,Correctivo,Cerrada,12.41,8.0,2,24.82,449.25,3442.04,3891.29,False
1130,17,831.0,14,22,2023-12-28 08:25:38.536725,2023-12-28 10:56:37.406541,Correctivo,Cerrada,2.52,3.0,2,5.03,86.11,934.98,1021.1,True
1131,19,833.0,14,1,2023-12-28 19:39:01.044504,2023-12-28 22:49:07.021038,Correctivo,Cerrada,3.17,3.0,3,9.5,131.78,2110.09,2241.86,True
1132,16,832.0,14,5,2023-12-28 20:24:28.347702,2023-12-28 22:58:59.611710,Correctivo,Cerrada,2.58,3.0,2,5.15,94.16,547.5,641.66,True
1133,19,834.0,14,18,2023-12-29 10:54:55.064555,2023-12-29 15:22:39.920426,Correctivo,Cerrada,4.46,3.0,2,8.92,210.0,978.93,1188.93,False
1134,19,837.0,13,10,2023-12-30 14:04:10.636942,2023-12-31 03:18:32.739231,Correctivo,Cerrada,13.24,10.0,2,26.48,755.94,5868.49,6624.43,False
1135,15,838.0,14,20,2023-12-30 22:10:37.536512,2023-12-31 01:44:34.370725,Correctivo,Cerrada,3.57,3.0,2,7.13,170.96,131.94,302.9,False
1136,8,839.0,14,14,2023-12-31 05:02:26.821343,2023-12-31 08:56:44.857707,Correctivo,Cerrada,3.91,3.0,4,15.62,499.01,123.98,622.99,False
1137,11,842.0,14,25,2024-01-01 12:11:11.868572,2024-01-01 17:19:31.790021,Correctivo,Cerrada,5.14,3.0,3,15.42,727.39,2995.02,3722.41,False
1138,19,841.0,14,2,2024-01-01 17:04:53.569864,2024-01-01 19:57:00.842135,Correctivo,Cerrada,2.87,3.0,2,5.74,86.42,1231.29,1317.71,True
1139,2,844.0,14,24,2024-01-03 05:08:32.209709,2024-01-03 09:12:54.630503,Correctivo,Cerrada,4.07,3.0,1,4.07,67.33,368.91,436.24,False
1140,20,843.0,14,17,2024-01-03 11:23:20.413928,2024-01-03 16:27:05.336899,Correctivo,Cerrada,5.06,3.0,4,20.25,692.23,2807.15,3499.37,False
1141,18,845.0,14,13,2024-01-03 23:17:25.523286,2024-01-04 02:29:13.220696,Correctivo,Cerrada,3.2,3.0,1,3.2,39.49,5133.04,5172.52,True
1142,1,847.0,14,13,2024-01-04 15:11:16.753044,2024-01-04 20:10:00.635948,Correctivo,Cerrada,4.98,3.0,3,14.94,178.89,501.25,680.14,False
1143,2,848.0,14,7,2024-01-04 17:30:49.442164,2024-01-04 20:22:55.049341,Correctivo,Cerrada,2.87,3.0,3,8.6,263.55,844.24,1107.79,True
1144,12,849.0,14,3,2024-01-05 13:21:24.678450,2024-01-05 16:12:42.078184,Correctivo,Cerrada,2.85,3.0,2,5.71,92.81,329.4,422.21,True
1145,10,850.0,13,3,2024-01-05 20:51:05.029074,2024-01-06 05:14:09.880873,Correctivo,Cerrada,8.38,10.0,2,16.77,271.97,37885.87,38157.85,True
1146,17,852.0,14,22,2024-01-06 22:41:57.933166,2024-01-07 03:24:17.623580,Correctivo,Cancelada,4.71,3.0,3,14.12,271.13,281.82,552.95,False
1147,21,853.0,14,2,2024-01-07 07:05:24.457494,2024-01-07 09:18:51.090232,Correctivo,Cerrada,2.22,3.0,2,4.45,73.38,991.68,1065.06,True
1148,19,854.0,14,7,2024-01-07 12:34:49.270944,2024-01-07 17:45:47.333399,Correctivo,Cerrada,5.18,3.0,2,10.37,327.87,9739.26,10067.13,False
1149,18,851.0,14,7,2024-01-07 18:21:57.973662,2024-01-07 21:52:26.386920,Correctivo,Cerrada,3.51,3.0,2,7.02,221.06,159.11,380.17,False
1150,7,855.0,14,12,2024-01-08 07:36:36.938344,2024-01-08 12:03:49.367488,Correctivo,Cerrada,4.45,3.0,4,17.81,241.34,147.34,388.68,False
1151,11,856.0,14,23,2024-01-08 20:20:02.290687,2024-01-08 22:57:22.830236,Correctivo,Cancelada,2.62,3.0,2,5.24,181.51,831.67,1013.18,True
1152,4,857.0,13,11,2024-01-09 13:22:42.070564,2024-01-10 02:59:47.066459,Correctivo,Cerrada,13.62,10.0,4,54.47,1143.02,20479.46,21622.49,False
1153,6,858.0,14,5,2024-01-10 04:40:02.529412,2024-01-10 06:57:43.031874,Correctivo,Cerrada,2.29,3.0,1,2.29,38.55,145.1,183.65,True
1154,13,860.0,13,1,2024-01-11 02:09:50.444289,2024-01-11 14:11:55.867910,Correctivo,Cerrada,12.03,10.0,2,24.07,368.87,1192.94,1561.81,False
1155,19,859.0,13,18,2024-01-11 05:13:56.855181,2024-01-11 14:02:39.408062,Correctivo,Cerrada,8.81,10.0,4,35.25,858.98,922.73,1781.72,True
1156,9,861.0,14,22,2024-01-11 20:56:04.243149,2024-01-12 01:41:21.165215,Correctivo,Cerrada,4.75,3.0,1,4.75,92.57,945.95,1038.52,False
1157,20,,6,25,2024-01-12 00:00:00.000000,2024-01-12 06:19:33.970495,Preventivo,Cerrada,6.33,6.0,2,12.65,594.65,1174.46,1769.12,True
1158,12,863.0,14,13,2024-01-12 05:56:36.702258,2024-01-12 08:33:29.703472,Correctivo,Cerrada,2.61,3.0,1,2.61,29.13,243.76,272.89,True
1159,11,862.0,14,13,2024-01-12 07:44:26.736065,2024-01-12 11:37:56.824310,Correctivo,Cerrada,3.89,3.0,3,11.68,146.24,148.13,294.37,False
1160,5,864.0,14,12,2024-01-12 18:35:25.481144,2024-01-12 20:42:13.346307,Correctivo,Cerrada,2.11,3.0,2,4.23,65.07,769.91,834.98,True
1161,16,865.0,14,17,2024-01-12 21:20:30.607666,2024-01-13 01:00:00.836925,Correctivo,Cerrada,3.66,3.0,3,10.98,378.33,564.87,943.2,False
1162,11,866.0,14,8,2024-01-13 02:27:53.876533,2024-01-13 06:54:22.040046,Correctivo,Cerrada,4.44,3.0,2,8.88,155.07,7069.67,7224.74,False
1163,13,868.0,14,22,2024-01-13 15:12:49.395463,2024-01-13 20:17:47.489095,Correctivo,Cancelada,5.08,3.0,3,15.25,276.04,333.97,610.02,False
1164,21,867.0,14,24,2024-01-13 15:59:42.139193,2024-01-13 20:01:34.820883,Correctivo,Cerrada,4.03,3.0,2,8.06,137.09,444.1,581.19,False
1165,15,870.0,14,22,2024-01-13 17:24:26.614437,2024-01-13 20:23:32.516235,Correctivo,Cerrada,2.98,3.0,4,11.94,236.97,379.13,616.11,True
1166,1,869.0,13,10,2024-01-13 17:46:59.048258,2024-01-14 01:21:33.862152,Correctivo,Cerrada,7.58,10.0,2,15.15,492.58,12224.51,12717.09,True
1167,20,871.0,14,15,2024-01-13 18:24:19.240481,2024-01-13 20:31:59.628250,Correctivo,Cerrada,2.13,3.0,2,4.26,116.08,515.11,631.19,True
1168,4,,4,9,2024-01-14 00:00:00.000000,2024-01-14 02:03:41.662243,Preventivo,Cerrada,2.06,2.0,2,4.12,103.08,199.89,302.97,True
1169,6,,5,10,2024-01-14 00:00:00.000000,2024-01-14 04:06:27.647072,Preventivo,Cerrada,4.11,4.0,2,8.22,246.46,622.22,868.68,True
1170,14,873.0,14,15,2024-01-14 21:41:30.147829,2024-01-15 01:58:53.178531,Correctivo,Cerrada,4.29,3.0,3,12.87,339.23,354.56,693.79,False
1171,6,872.0,14,8,2024-01-15 03:36:54.902520,2024-01-15 09:00:04.161279,Correctivo,Cerrada,5.39,3.0,3,16.16,287.41,8543.99,8831.41,False
1172,16,874.0,14,24,2024-01-15 11:45:37.944170,2024-01-15 15:12:51.794783,Correctivo,Cerrada,3.45,3.0,1,3.45,64.02,3047.58,3111.61,False
1173,14,875.0,14,2,2024-01-15 21:26:31.052834,2024-01-16 01:16:35.863369,Correctivo,Cerrada,3.83,3.0,2,7.67,132.63,289.8,422.43,False
1174,18,,1,11,2024-01-16 00:00:00.000000,2024-01-16 04:01:21.312120,Preventivo,Cerrada,4.02,4.0,2,8.05,168.95,932.2,1101.15,True
1175,7,,4,19,2024-01-16 00:00:00.000000,2024-01-16 02:06:43.175122,Preventivo,Cerrada,2.11,2.0,2,4.22,105.6,239.4,345.0,True
1176,17,,6,12,2024-01-16 00:00:00.000000,2024-01-16 06:33:45.532451,Preventivo,Cerrada,6.56,6.0,2,13.13,196.88,901.29,1098.17,True
1177,3,,4,24,2024-01-16 00:00:00.000000,2024-01-16 01:59:22.082707,Preventivo,Cerrada,1.99,2.0,3,5.97,107.43,199.26,306.69,True
1178,11,878.0,14,22,2024-01-16 21:54:45.166830,2024-01-17 00:50:11.176959,Correctivo,Cancelada,2.92,3.0,3,8.77,169.09,324.66,493.74,True
1179,12,,5,3,2024-01-17 00:00:00.000000,2024-01-17 04:06:52.752837,Preventivo,Cerrada,4.11,4.0,1,4.11,69.95,747.34,817.29,True
1180,11,,7,20,2024-01-17 00:00:00.000000,2024-01-17 04:43:27.270751,Preventivo,Cerrada,4.72,5.0,1,4.72,113.38,888.14,1001.53,True
1181,19,,3,19,2024-01-17 00:00:00.000000,2024-01-17 04:19:26.026484,Preventivo,Cerrada,4.32,5.0,1,4.32,108.1,370.57,478.67,True
1182,21,,6,22,2024-01-17 00:00:00.000000,2024-01-17 06:16:38.040931,Preventivo,Cerrada,6.28,6.0,3,18.83,357.8,854.0,1211.8,True
1183,12,877.0,14,23,2024-01-17 00:05:04.337857,2024-01-17 02:30:18.857631,Correctivo,Cerrada,2.42,3.0,2,4.84,149.57,74.63,224.2,True
1184,12,879.0,12,9,2024-01-17 12:14:29.793172,2024-01-17 19:22:52.740213,Correctivo,Cerrada,7.14,8.0,1,7.14,179.88,240.64,420.52,True
1185,8,880.0,14,21,2024-01-17 16:56:53.656686,2024-01-17 20:35:50.505166,Correctivo,Cerrada,3.65,3.0,1,3.65,72.76,274.31,347.07,False
1186,9,,4,24,2024-01-18 00:00:00.000000,2024-01-18 01:47:04.566966,Preventivo,Abierta,1.78,2.0,3,5.35,96.37,186.6,282.97,True
1187,2,881.0,14,4,2024-01-18 00:10:24.703501,2024-01-18 02:18:38.471003,Correctivo,Cerrada,2.14,3.0,1,2.14,90.4,4012.61,4103.01,True
1188,5,882.0,14,4,2024-01-18 09:21:28.058862,2024-01-18 11:47:17.905558,Correctivo,Cerrada,2.43,3.0,3,7.29,331.68,298.24,629.93,True
1189,16,883.0,14,15,2024-01-18 18:50:47.981354,2024-01-18 23:43:21.415145,Correctivo,Cerrada,4.88,3.0,2,9.75,279.83,2300.04,2579.87,False
1190,5,,3,20,2024-01-19 00:00:00.000000,2024-01-19 05:28:23.802168,Preventivo,Cerrada,5.47,5.0,3,16.42,394.08,367.04,761.12,True
1191,1,,2,7,2024-01-19 00:00:00.000000,2024-01-19 02:38:30.226632,Preventivo,Cerrada,2.64,3.0,2,5.28,174.35,519.69,694.05,True
1192,16,,7,9,2024-01-19 00:00:00.000000,2024-01-19 04:45:30.896581,Preventivo,Cerrada,4.76,5.0,1,4.76,118.96,765.39,884.35,True
1193,18,884.0,14,22,2024-01-19 02:31:38.267573,2024-01-19 07:42:17.280951,Correctivo,Cerrada,5.18,3.0,2,10.36,199.51,3808.78,4008.29,False
1194,10,885.0,14,24,2024-01-19 12:13:52.594247,2024-01-19 15:36:52.340488,Correctivo,Cerrada,3.38,3.0,3,10.15,187.35,804.44,991.79,True
1195,11,886.0,13,7,2024-01-19 22:10:20.693491,2024-01-20 15:29:58.090428,Correctivo,Cerrada,17.33,10.0,3,51.98,1763.24,7604.11,9367.35,False
1196,13,,6,12,2024-01-20 00:00:00.000000,2024-01-20 05:57:39.722101,Preventivo,Cerrada,5.96,6.0,3,17.88,268.25,1206.29,1474.53,True
1197,18,887.0,14,19,2024-01-20 06:31:48.913113,2024-01-20 08:46:24.229024,Correctivo,Cerrada,2.24,3.0,2,4.49,118.48,2838.48,2956.96,True
