Falla_ID,Equipo_ID,Componente_ID,CausaRaiz_ID,Turno_ID,Fecha,Fecha_Hora_Falla,Modo_Falla,Severidad,Horas_Parada_Equipo,Detectada_Por
543,11,14,2,1,2023-09-14,2023-09-14 09:33:00,Vibraciones excesivas,Media,7.0,Inspección
544,2,7,14,1,2023-09-14,2023-09-14 13:24:00,Falla eléctrica,Alta,20.32,Inspección
545,13,15,15,2,2023-09-15,2023-09-15 05:32:00,Pérdida de presión,Alta,12.95,Inspección
546,11,30,7,2,2023-09-16,2023-09-16 06:57:00,Fractura de diente,Baja,2.86,Monitoreo remoto
547,21,2,1,1,2023-09-16,2023-09-16 11:36:00,Pérdida de potencia,Media,7.1,Inspección
548,10,9,9,2,2023-09-17,2023-09-17 03:35:00,Cortocircuito,Baja,1.54,Operador
549,10,14,12,2,2023-09-17,2023-09-17 05:30:00,Recalentamiento aceite,Media,7.13,Inspección
550,20,31,11,1,2023-09-17,2023-09-17 15:52:00,Fatiga de material,Baja,1.41,Operador
551,6,4,9,1,2023-09-18,2023-09-18 17:53:00,Ruido anormal,Baja,1.94,Operador
552,18,25,10,2,2023-09-19,2023-09-19 06:03:00,Fisura,Alta,19.67,Operador
553,8,26,7,1,2023-09-19,2023-09-19 07:00:00,Fisura,Alta,13.87,Monitoreo remoto
554,15,2,6,2,2023-09-20,2023-09-20 06:36:00,Vibraciones excesivas,Alta,23.72,Monitoreo remoto
555,20,16,13,2,2023-09-21,2023-09-21 06:09:00,Recalentamiento aceite,Baja,2.58,Inspección
556,14,36,16,1,2023-09-21,2023-09-21 11:07:00,Falla de A/C,Baja,2.29,Inspección
557,1,6,11,1,2023-09-21,2023-09-21 12:04:00,Recalentamiento,Baja,2.69,Operador
558,3,2,4,1,2023-09-21,2023-09-21 13:28:00,Fuga de aceite,Baja,2.3,Monitoreo remoto
559,11,11,12,2,2023-09-21,2023-09-21 19:42:00,Pérdida de señal,Media,4.25,Monitoreo remoto
560,9,14,12,2,2023-09-21,2023-09-21 23:01:00,Recalentamiento aceite,Media,7.33,Operador
561,5,14,15,2,2023-09-21,2023-09-21 23:56:00,Fuga hidráulica,Media,6.29,Inspección
562,14,29,7,2,2023-09-22,2023-09-22 01:54:00,Fatiga de material,Alta,21.01,Inspección
563,12,16,13,1,2023-09-22,2023-09-22 10:32:00,Rotura de cilindro,Media,7.02,Operador
564,2,13,16,1,2023-09-22,2023-09-22 16:06:00,Recalentamiento aceite,Baja,2.25,Inspección
565,3,10,14,2,2023-09-23,2023-09-23 20:51:00,Falla eléctrica,Baja,2.13,Operador
566,18,16,10,2,2023-09-25,2023-09-25 01:09:00,Vibraciones excesivas,Media,6.32,Inspección
567,5,17,15,2,2023-09-25,2023-09-25 02:16:00,Ruido anormal,Media,4.36,Operador
568,15,6,4,2,2023-09-25,2023-09-25 02:22:00,Recalentamiento,Media,5.11,Operador
569,14,30,10,1,2023-09-25,2023-09-25 12:51:00,Rotura,Media,5.56,Inspección
570,6,15,6,2,2023-09-25,2023-09-25 20:13:00,Vibraciones excesivas,Media,6.32,Inspección
571,18,4,15,2,2023-09-26,2023-09-26 05:05:00,Vibraciones excesivas,Media,8.32,Inspección
572,1,3,13,1,2023-09-27,2023-09-27 07:27:00,Vibraciones excesivas,Baja,1.63,Operador
573,9,16,4,1,2023-09-27,2023-09-27 09:56:00,Rotura de cilindro,Media,5.51,Operador
574,7,3,9,1,2023-09-28,2023-09-28 14:56:00,Fuga de aceite,Baja,1.94,Operador
575,12,8,1,2,2023-09-28,2023-09-28 20:23:00,Falla eléctrica,Baja,1.57,Monitoreo remoto
576,6,20,8,1,2023-09-29,2023-09-29 17:32:00,Desgaste excesivo,Media,5.47,Inspección
577,9,18,5,1,2023-09-30,2023-09-30 10:18:00,Recalentamiento,Crítica,33.61,Monitoreo remoto
578,3,20,12,1,2023-09-30,2023-09-30 16:33:00,Fuga de fluido,Media,4.83,Inspección
579,16,35,6,2,2023-10-01,2023-10-01 03:29:00,Falla de controles,Media,5.21,Operador
580,21,4,13,1,2023-10-01,2023-10-01 07:37:00,Fuga de aceite,Media,4.47,Inspección
581,21,16,10,1,2023-10-01,2023-10-01 12:07:00,Pérdida de presión,Media,8.08,Operador
582,3,8,7,1,2023-10-01,2023-10-01 13:03:00,Falla eléctrica,Alta,19.73,Monitoreo remoto
583,1,17,6,2,2023-10-02,2023-10-02 03:06:00,Fallo transmisión,Media,4.79,Inspección
584,17,31,12,1,2023-10-02,2023-10-02 16:25:00,Desgaste cuchara,Media,5.04,Operador
585,10,8,12,1,2023-10-02,2023-10-02 18:01:00,Sobrecarga,Media,5.73,Operador
586,14,27,12,2,2023-10-02,2023-10-02 22:16:00,Fatiga en orugas,Alta,15.45,Monitoreo remoto
587,1,15,16,2,2023-10-02,2023-10-02 22:40:00,Recalentamiento aceite,Media,7.21,Operador
588,8,12,8,1,2023-10-03,2023-10-03 17:21:00,Fuga hidráulica,Alta,23.8,Inspección
589,16,6,9,2,2023-10-03,2023-10-03 19:35:00,Recalentamiento,Media,8.19,Monitoreo remoto
590,12,1,4,1,2023-10-04,2023-10-04 10:16:00,Vibraciones excesivas,Media,7.4,Monitoreo remoto
591,9,10,10,2,2023-10-05,2023-10-05 00:13:00,Pérdida de señal,Baja,1.42,Inspección
592,21,8,4,1,2023-10-05,2023-10-05 11:32:00,Cortocircuito,Baja,1.5,Monitoreo remoto
593,17,16,8,2,2023-10-07,2023-10-07 00:20:00,Pérdida de presión,Media,5.09,Inspección
594,10,35,10,1,2023-10-07,2023-10-07 12:53:00,Falla de pantalla,Alta,11.49,Operador
595,3,7,14,2,2023-10-08,2023-10-08 03:46:00,Cortocircuito,Baja,2.49,Inspección
596,8,14,14,1,2023-10-08,2023-10-08 10:57:00,Fuga hidráulica,Baja,1.55,Inspección
597,7,20,2,1,2023-10-08,2023-10-08 18:30:00,Fuga de fluido,Baja,1.82,Inspección
598,6,14,13,2,2023-10-08,2023-10-08 19:41:00,Fuga hidráulica,Baja,1.95,Operador
599,16,16,2,2,2023-10-08,2023-10-08 20:54:00,Vibraciones excesivas,Baja,1.93,Inspección
600,13,16,1,1,2023-10-09,2023-10-09 13:01:00,Pérdida de presión,Media,8.6,Operador
601,12,29,4,1,2023-10-09,2023-10-09 15:13:00,Rotura,Crítica,69.68,Operador
602,19,14,7,1,2023-10-10,2023-10-10 11:13:00,Pérdida de presión,Media,7.26,Operador
603,2,26,6,2,2023-10-11,2023-10-11 04:24:00,Fatiga en orugas,Alta,13.25,Monitoreo remoto
604,12,35,12,1,2023-10-11,2023-10-11 11:36:00,Falla de pantalla,Alta,14.57,Monitoreo remoto
605,6,12,13,1,2023-10-11,2023-10-11 13:45:00,Pérdida de presión,Media,4.39,Operador
606,15,36,2,2,2023-10-11,2023-10-11 21:52:00,Falla de pantalla,Media,4.96,Operador
607,5,3,10,1,2023-10-12,2023-10-12 10:08:00,Vibraciones excesivas,Media,8.48,Inspección
608,7,16,15,1,2023-10-12,2023-10-12 11:59:00,Pérdida de presión,Baja,2.16,Operador
609,18,12,8,1,2023-10-12,2023-10-12 13:52:00,Fuga hidráulica,Alta,21.21,Operador
610,1,19,1,1,2023-10-12,2023-10-12 17:18:00,Ruido anormal,Media,6.28,Inspección
611,12,11,4,2,2023-10-13,2023-10-13 01:45:00,Sobrecarga,Alta,16.01,Operador
612,6,16,8,2,2023-10-13,2023-10-13 01:52:00,Vibraciones excesivas,Baja,1.8,Operador
613,13,3,13,2,2023-10-13,2023-10-13 02:39:00,Ruido anormal,Media,8.99,Operador
614,12,25,14,2,2023-10-13,2023-10-13 06:07:00,Fatiga en orugas,Media,8.94,Inspección
615,13,1,4,2,2023-10-13,2023-10-13 06:30:00,Ruido anormal,Crítica,53.21,Monitoreo remoto
616,2,1,2,2,2023-10-13,2023-10-13 06:32:00,Ruido anormal,Media,6.5,Monitoreo remoto
617,2,4,12,1,2023-10-13,2023-10-13 07:52:00,Fuga de aceite,Media,6.21,Inspección
618,5,16,2,1,2023-10-13,2023-10-13 10:07:00,Fuga hidráulica,Media,6.36,Operador
619,18,31,15,1,2023-10-13,2023-10-13 11:09:00,Fractura de diente,Alta,16.12,Operador
620,9,36,13,1,2023-10-14,2023-10-14 11:12:00,Falla de A/C,Baja,2.65,Monitoreo remoto
621,9,4,14,1,2023-10-15,2023-10-15 07:29:00,Ruido anormal,Alta,15.37,Monitoreo remoto
622,10,35,8,1,2023-10-15,2023-10-15 09:04:00,Falla de controles,Alta,19.83,Operador
623,21,9,16,1,2023-10-15,2023-10-15 15:46:00,Cortocircuito,Alta,22.61,Inspección
624,16,3,7,2,2023-10-15,2023-10-15 22:38:00,Ruido anormal,Media,8.98,Inspección
625,11,1,15,2,2023-10-16,2023-10-16 03:30:00,Fuga de aceite,Media,6.87,Operador
626,4,10,3,2,2023-10-16,2023-10-16 05:36:00,Pérdida de señal,Media,8.07,Operador
627,6,18,6,2,2023-10-16,2023-10-16 19:34:00,Desgaste de engranajes,Media,4.92,Inspección
628,4,20,11,2,2023-10-17,2023-10-17 03:44:00,Fuga de fluido,Baja,2.1,Operador
629,14,11,3,2,2023-10-18,2023-10-18 02:02:00,Pérdida de señal,Alta,21.27,Operador
630,21,15,12,2,2023-10-18,2023-10-18 04:32:00,Rotura de cilindro,Baja,2.81,Monitoreo remoto
631,11,13,3,2,2023-10-18,2023-10-18 04:37:00,Rotura de cilindro,Media,5.38,Operador
632,8,10,4,1,2023-10-18,2023-10-18 18:40:00,Cortocircuito,Alta,17.94,Inspección
633,6,16,4,2,2023-10-18,2023-10-18 23:44:00,Pérdida de presión,Baja,1.97,Inspección
634,9,19,3,2,2023-10-19,2023-10-19 02:10:00,Fallo transmisión,Media,5.4,Operador
635,2,24,10,2,2023-10-19,2023-10-19 06:59:00,Fatiga estructural,Crítica,57.63,Operador
636,4,23,10,1,2023-10-19,2023-10-19 08:29:00,Pinchadura,Alta,20.89,Operador
637,20,36,1,2,2023-10-19,2023-10-19 19:16:00,Falla de pantalla,Alta,21.44,Monitoreo remoto
638,14,8,9,2,2023-10-20,2023-10-20 03:54:00,Falla de arranque,Baja,1.44,Inspección
639,14,16,8,2,2023-10-21,2023-10-21 01:02:00,Vibraciones excesivas,Baja,1.82,Operador
640,2,18,2,1,2023-10-21,2023-10-21 14:32:00,Fallo transmisión,Media,6.8,Operador
641,2,14,5,2,2023-10-21,2023-10-21 19:27:00,Rotura de cilindro,Baja,1.88,Operador
642,14,6,4,2,2023-10-22,2023-10-22 01:18:00,Fuga de aceite,Alta,20.66,Monitoreo remoto
643,10,28,7,1,2023-10-22,2023-10-22 10:11:00,Deformación,Baja,2.18,Operador
644,1,21,13,1,2023-10-22,2023-10-22 13:42:00,Fuga de fluido,Media,6.46,Operador
645,12,30,8,1,2023-10-22,2023-10-22 14:06:00,Fatiga de material,Baja,2.3,Monitoreo remoto
646,1,20,9,1,2023-10-22,2023-10-22 18:17:00,Vibración al frenar,Media,5.18,Operador
647,14,28,1,1,2023-10-23,2023-10-23 10:26:00,Fatiga en orugas,Media,5.5,Monitoreo remoto
648,15,35,13,2,2023-10-24,2023-10-24 20:49:00,Falla de controles,Media,7.87,Operador
649,5,7,2,1,2023-10-25,2023-10-25 10:16:00,Cortocircuito,Media,7.35,Inspección
650,5,20,8,1,2023-10-25,2023-10-25 18:17:00,Desgaste excesivo,Media,5.46,Operador
651,20,2,5,2,2023-10-25,2023-10-25 20:17:00,Pérdida de potencia,Alta,18.35,Inspección
652,19,31,8,2,2023-10-26,2023-10-26 21:22:00,Desgaste cuchara,Alta,13.67,Operador
653,6,24,6,1,2023-10-27,2023-10-27 08:47:00,Fatiga estructural,Crítica,43.89,Inspección
654,5,8,4,1,2023-10-27,2023-10-27 16:02:00,Falla eléctrica,Baja,2.93,Inspección
655,6,15,5,1,2023-10-27,2023-10-27 16:38:00,Recalentamiento aceite,Baja,2.92,Operador
656,3,24,4,2,2023-10-27,2023-10-27 22:35:00,Pinchadura,Crítica,61.84,Monitoreo remoto
657,8,17,16,2,2023-10-27,2023-10-27 22:42:00,Ruido anormal,Alta,12.83,Monitoreo remoto
658,4,17,13,2,2023-10-28,2023-10-28 21:14:00,Recalentamiento,Media,4.92,Inspección
659,1,16,5,2,2023-10-29,2023-10-29 05:40:00,Recalentamiento aceite,Media,8.5,Inspección
660,7,9,1,1,2023-10-29,2023-10-29 12:16:00,Sobrecarga,Media,6.69,Operador
661,15,7,12,1,2023-10-29,2023-10-29 17:49:00,Falla eléctrica,Media,6.69,Operador
662,21,12,8,2,2023-10-30,2023-10-30 21:06:00,Fuga hidráulica,Media,8.19,Inspección
663,19,12,7,1,2023-10-31,2023-10-31 14:58:00,Recalentamiento aceite,Alta,20.27,Operador
664,1,22,2,1,2023-10-31,2023-10-31 16:42:00,Vibración al frenar,Media,5.53,Operador
665,20,34,1,1,2023-11-01,2023-11-01 11:36:00,Desgaste cuchara,Media,6.2,Inspección
666,15,30,1,2,2023-11-02,2023-11-02 19:43:00,Desgaste cuchara,Media,4.45,Inspección
667,9,35,3,2,2023-11-03,2023-11-03 03:39:00,Falla de controles,Baja,2.75,Operador
668,10,12,15,2,2023-11-03,2023-11-03 04:54:00,Pérdida de presión,Alta,16.94,Operador
669,20,15,11,1,2023-11-03,2023-11-03 07:07:00,Recalentamiento aceite,Alta,11.96,Operador
670,7,3,11,1,2023-11-04,2023-11-04 07:00:00,Ruido anormal,Media,5.08,Operador
671,18,5,5,1,2023-11-04,2023-11-04 09:48:00,Recalentamiento,Alta,22.4,Operador
672,12,13,14,2,2023-11-04,2023-11-04 21:43:00,Recalentamiento aceite,Media,4.7,Operador
673,14,35,12,1,2023-11-05,2023-11-05 14:59:00,Falla de pantalla,Baja,2.48,Operador
674,4,12,4,2,2023-11-06,2023-11-06 01:25:00,Vibraciones excesivas,Media,8.75,Operador
675,18,16,8,1,2023-11-06,2023-11-06 08:17:00,Fuga hidráulica,Media,6.38,Inspección
676,4,6,5,1,2023-11-06,2023-11-06 11:38:00,Pérdida de potencia,Crítica,59.34,Operador
677,8,14,2,1,2023-11-06,2023-11-06 17:14:00,Fuga hidráulica,Media,8.4,Operador
678,18,32,6,1,2023-11-07,2023-11-07 12:30:00,Rotura,Alta,14.36,Operador
679,7,16,15,2,2023-11-07,2023-11-07 20:02:00,Pérdida de presión,Media,8.8,Operador
680,5,21,12,2,2023-11-08,2023-11-08 01:14:00,Falla de frenos,Baja,1.65,Operador
681,7,14,10,2,2023-11-08,2023-11-08 03:57:00,Vibraciones excesivas,Media,5.39,Inspección
682,21,31,16,1,2023-11-08,2023-11-08 10:05:00,Fractura de diente,Media,7.35,Inspección
683,14,12,11,1,2023-11-09,2023-11-09 18:12:00,Vibraciones excesivas,Media,8.96,Operador
684,15,5,16,2,2023-11-09,2023-11-09 19:58:00,Ruido anormal,Baja,2.91,Monitoreo remoto
685,10,16,15,1,2023-11-10,2023-11-10 13:16:00,Rotura de cilindro,Media,4.93,Operador
686,10,30,2,2,2023-11-11,2023-11-11 03:14:00,Rotura,Media,8.15,Operador
687,12,30,8,2,2023-11-11,2023-11-11 04:54:00,Desgaste cuchara,Baja,1.52,Operador
688,9,8,12,1,2023-11-11,2023-11-11 09:46:00,Sobrecarga,Media,8.89,Operador
689,4,24,9,1,2023-11-11,2023-11-11 14:50:00,Desbalance,Media,6.05,Inspección
690,2,19,8,2,2023-11-11,2023-11-11 20:42:00,Desgaste de engranajes,Alta,18.92,Inspección
691,8,35,4,2,2023-11-12,2023-11-12 22:54:00,Falla de A/C,Media,6.7,Operador
692,8,3,6,2,2023-11-13,2023-11-13 00:10:00,Fuga de aceite,Alta,17.49,Operador
693,6,35,13,1,2023-11-13,2023-11-13 07:08:00,Falla de A/C,Media,7.35,Operador
694,18,16,10,1,2023-11-13,2023-11-13 17:26:00,Vibraciones excesivas,Alta,20.86,Inspección
695,20,14,3,2,2023-11-14,2023-11-14 03:37:00,Pérdida de presión,Media,4.79,Inspección
696,15,35,5,1,2023-11-14,2023-11-14 11:22:00,Falla de controles,Baja,2.07,Inspección
697,13,30,3,1,2023-11-14,2023-11-14 17:28:00,Desgaste de broca,Media,6.58,Inspección
698,20,16,5,1,2023-11-15,2023-11-15 08:57:00,Rotura de cilindro,Media,6.87,Operador
699,20,10,4,1,2023-11-15,2023-11-15 13:41:00,Falla de arranque,Media,5.52,Operador
700,19,14,13,1,2023-11-15,2023-11-15 15:40:00,Pérdida de presión,Alta,13.56,Inspección
701,8,16,14,1,2023-11-15,2023-11-15 16:49:00,Rotura de cilindro,Media,4.32,Monitoreo remoto
702,14,30,15,2,2023-11-16,2023-11-16 01:06:00,Fractura de diente,Media,7.48,Operador
703,13,8,15,2,2023-11-17,2023-11-17 03:11:00,Cortocircuito,Baja,1.7,Operador
704,1,12,2,2,2023-11-17,2023-11-17 06:03:00,Vibraciones excesivas,Crítica,65.83,Inspección
705,21,34,9,1,2023-11-17,2023-11-17 11:38:00,Rotura,Alta,12.89,Operador
706,3,15,13,2,2023-11-18,2023-11-18 02:25:00,Vibraciones excesivas,Baja,1.76,Monitoreo remoto
707,16,16,1,2,2023-11-20,2023-11-20 04:16:00,Vibraciones excesivas,Alta,19.68,Monitoreo remoto
708,16,31,6,2,2023-11-20,2023-11-20 20:51:00,Desgaste de broca,Baja,2.09,Inspección
709,4,18,10,1,2023-11-21,2023-11-21 09:04:00,Ruido anormal,Media,6.76,Inspección
710,12,14,4,1,2023-11-21,2023-11-21 10:29:00,Recalentamiento aceite,Media,8.12,Operador
711,1,35,6,1,2023-11-21,2023-11-21 13:59:00,Falla de A/C,Media,7.78,Operador
712,18,33,5,2,2023-11-21,2023-11-21 20:14:00,Fractura de diente,Media,8.69,Inspección
713,13,7,11,2,2023-11-21,2023-11-21 20:14:00,Falla de arranque,Baja,2.38,Operador
714,12,15,5,2,2023-11-22,2023-11-22 00:55:00,Rotura de cilindro,Media,7.73,Operador
715,4,35,5,1,2023-11-22,2023-11-22 09:18:00,Falla de controles,Baja,2.1,Operador
716,10,6,4,1,2023-11-23,2023-11-23 07:54:00,Pérdida de potencia,Alta,22.97,Inspección
717,6,5,9,1,2023-11-23,2023-11-23 12:10:00,Ruido anormal,Baja,1.47,Inspección
718,12,10,7,1,2023-11-23,2023-11-23 12:55:00,Cortocircuito,Media,6.67,Inspección
719,5,19,10,1,2023-11-23,2023-11-23 15:59:00,Ruido anormal,Alta,19.96,Operador
720,7,9,10,2,2023-11-24,2023-11-24 03:22:00,Sobrecarga,Media,7.28,Operador
721,2,20,5,2,2023-11-24,2023-11-24 06:17:00,Desgaste excesivo,Alta,21.43,Inspección
722,7,26,11,1,2023-11-24,2023-11-24 18:13:00,Fatiga estructural,Crítica,45.69,Operador
723,8,5,11,2,2023-11-24,2023-11-24 21:51:00,Vibraciones excesivas,Media,7.16,Inspección
724,17,4,9,2,2023-11-24,2023-11-24 22:00:00,Ruido anormal,Baja,2.27,Operador
725,11,28,10,2,2023-11-25,2023-11-25 03:11:00,Fatiga en orugas,Media,4.92,Operador
726,7,8,4,1,2023-11-25,2023-11-25 07:17:00,Falla eléctrica,Baja,1.88,Monitoreo remoto
727,14,35,10,1,2023-11-25,2023-11-25 10:13:00,Falla de controles,Alta,18.16,Operador
728,4,19,16,2,2023-11-25,2023-11-25 23:07:00,Recalentamiento,Media,7.47,Operador
729,16,34,14,1,2023-11-26,2023-11-26 08:53:00,Fatiga de material,Baja,2.43,Monitoreo remoto
730,10,7,11,1,2023-11-26,2023-11-26 13:44:00,Falla eléctrica,Media,6.58,Inspección
731,16,2,14,1,2023-11-26,2023-11-26 18:06:00,Vibraciones excesivas,Alta,12.61,Monitoreo remoto
732,6,23,11,2,2023-11-27,2023-11-27 05:16:00,Fatiga estructural,Crítica,58.76,Operador
733,4,13,5,1,2023-11-27,2023-11-27 09:37:00,Fuga hidráulica,Media,6.04,Monitoreo remoto
734,12,16,1,1,2023-11-27,2023-11-27 18:39:00,Vibraciones excesivas,Alta,13.79,Operador
735,6,21,12,1,2023-11-27,2023-11-27 18:58:00,Vibración al frenar,Baja,2.77,Operador
736,13,6,12,2,2023-11-28,2023-11-28 04:24:00,Recalentamiento,Alta,16.99,Monitoreo remoto
737,19,14,11,1,2023-11-28,2023-11-28 12:49:00,Rotura de cilindro,Baja,2.6,Monitoreo remoto
738,3,35,16,2,2023-11-28,2023-11-28 20:16:00,Falla de pantalla,Baja,2.38,Monitoreo remoto
739,7,12,8,2,2023-11-29,2023-11-29 02:00:00,Fuga hidráulica,Media,7.87,Inspección
740,2,9,4,2,2023-11-30,2023-11-30 05:39:00,Falla de arranque,Baja,1.99,Operador
741,3,20,7,2,2023-11-30,2023-11-30 06:49:00,Desgaste excesivo,Media,7.92,Operador
742,15,28,9,1,2023-11-30,2023-11-30 09:57:00,Deformación,Media,4.81,Operador
743,3,16,10,1,2023-11-30,2023-11-30 13:38:00,Vibraciones excesivas,Media,6.87,Operador
744,12,10,5,1,2023-11-30,2023-11-30 16:39:00,Falla eléctrica,Baja,2.97,Operador
745,9,20,11,2,2023-11-30,2023-11-30 21:50:00,Desgaste excesivo,Media,7.04,Operador
746,2,16,11,1,2023-12-01,2023-12-01 07:01:00,Pérdida de presión,Baja,1.78,Operador
747,8,14,11,1,2023-12-01,2023-12-01 10:06:00,Pérdida de presión,Media,7.08,Inspección
748,11,16,10,2,2023-12-01,2023-12-01 20:36:00,Vibraciones excesivas,Alta,20.94,Inspección
749,19,16,10,2,2023-12-02,2023-12-02 02:56:00,Recalentamiento aceite,Alta,21.35,Inspección
750,7,13,10,2,2023-12-02,2023-12-02 05:43:00,Fuga hidráulica,Baja,2.6,Inspección
751,4,3,14,1,2023-12-02,2023-12-02 12:44:00,Fuga de aceite,Alta,23.67,Inspección
752,7,4,11,1,2023-12-02,2023-12-02 18:53:00,Fuga de aceite,Baja,1.71,Monitoreo remoto
753,4,8,10,2,2023-12-02,2023-12-02 22:08:00,Sobrecarga,Alta,23.14,Operador
754,11,30,11,2,2023-12-03,2023-12-03 02:00:00,Fractura de diente,Baja,2.54,Monitoreo remoto
755,1,16,11,2,2023-12-03,2023-12-03 05:02:00,Recalentamiento aceite,Media,8.19,Operador
756,2,17,10,1,2023-12-03,2023-12-03 10:59:00,Fallo transmisión,Media,5.91,Operador
757,9,17,10,2,2023-12-04,2023-12-04 00:53:00,Ruido anormal,Media,5.13,Inspección
758,17,8,11,1,2023-12-04,2023-12-04 12:58:00,Pérdida de señal,Baja,1.47,Monitoreo remoto
759,9,16,11,1,2023-12-05,2023-12-05 11:55:00,Recalentamiento aceite,Baja,1.76,Operador
760,20,31,11,1,2023-12-05,2023-12-05 17:16:00,Desgaste de broca,Baja,2.2,Inspección
761,18,10,11,1,2023-12-06,2023-12-06 12:42:00,Falla de arranque,Media,7.76,Monitoreo remoto
762,6,13,11,1,2023-12-07,2023-12-07 08:36:00,Pérdida de presión,Alta,12.4,Inspección
763,20,12,11,2,2023-12-07,2023-12-07 19:20:00,Rotura de cilindro,Media,5.29,Operador
764,7,20,10,2,2023-12-07,2023-12-07 19:39:00,Fuga de fluido,Media,7.9,Operador
765,12,6,10,2,2023-12-08,2023-12-08 03:36:00,Fuga de aceite,Baja,1.71,Operador
766,16,10,10,2,2023-12-08,2023-12-08 22:17:00,Sobrecarga,Media,8.12,Operador
767,1,26,10,2,2023-12-08,2023-12-08 23:18:00,Deformación,Baja,1.82,Operador
768,10,10,11,2,2023-12-09,2023-12-09 02:47:00,Falla eléctrica,Baja,1.85,Operador
769,11,8,10,1,2023-12-09,2023-12-09 17:52:00,Cortocircuito,Media,7.7,Operador
770,4,20,11,1,2023-12-10,2023-12-10 16:34:00,Vibración al frenar,Media,8.48,Inspección
771,14,8,11,2,2023-12-10,2023-12-10 21:28:00,Sobrecarga,Baja,2.06,Monitoreo remoto
772,8,20,11,2,2023-12-10,2023-12-10 22:54:00,Falla de frenos,Media,4.53,Monitoreo remoto
773,10,16,11,2,2023-12-11,2023-12-11 02:15:00,Recalentamiento aceite,Media,4.64,Operador
774,5,6,12,1,2023-12-11,2023-12-11 14:34:00,Fuga de aceite,Alta,12.36,Monitoreo remoto
775,18,36,10,1,2023-12-11,2023-12-11 18:12:00,Falla de controles,Baja,1.51,Operador
776,18,8,11,2,2023-12-11,2023-12-11 20:54:00,Pérdida de señal,Baja,2.17,Operador
777,9,23,5,2,2023-12-11,2023-12-11 21:26:00,Desbalance,Media,7.62,Operador
778,9,24,8,2,2023-12-11,2023-12-11 21:31:00,Desbalance,Alta,17.33,Operador
779,8,23,11,2,2023-12-12,2023-12-12 04:01:00,Pinchadura,Alta,17.18,Inspección
780,13,16,10,2,2023-12-12,2023-12-12 06:44:00,Vibraciones excesivas,Baja,2.07,Operador
781,19,13,10,2,2023-12-12,2023-12-12 06:48:00,Fuga hidráulica,Media,6.08,Monitoreo remoto
782,9,7,10,1,2023-12-12,2023-12-12 09:05:00,Sobrecarga,Baja,2.65,Monitoreo remoto
783,3,26,11,1,2023-12-12,2023-12-12 09:28:00,Deformación,Media,4.39,Operador
784,2,19,11,1,2023-12-13,2023-12-13 08:28:00,Ruido anormal,Media,8.4,Monitoreo remoto
785,12,14,11,1,2023-12-13,2023-12-13 11:06:00,Recalentamiento aceite,Baja,2.32,Operador
786,6,7,10,1,2023-12-13,2023-12-13 11:25:00,Cortocircuito,Media,6.3,Inspección
787,12,27,10,2,2023-12-14,2023-12-14 03:52:00,Fatiga en orugas,Alta,20.08,Operador
788,17,25,10,1,2023-12-14,2023-12-14 08:36:00,Deformación,Media,4.75,Inspección
789,6,16,11,1,2023-12-14,2023-12-14 12:31:00,Fuga hidráulica,Media,8.39,Monitoreo remoto
790,4,16,11,1,2023-12-14,2023-12-14 17:02:00,Pérdida de presión,Baja,2.11,Operador
791,19,8,11,2,2023-12-15,2023-12-15 04:20:00,Falla eléctrica,Media,5.66,Inspección
792,5,14,10,2,2023-12-15,2023-12-15 05:42:00,Vibraciones excesivas,Media,7.64,Operador
793,16,12,11,1,2023-12-15,2023-12-15 09:45:00,Fuga hidráulica,Media,4.69,Operador
794,2,4,11,1,2023-12-15,2023-12-15 17:47:00,Recalentamiento,Baja,2.86,Inspección
795,10,30,11,2,2023-12-16,2023-12-16 03:47:00,Desgaste de broca,Media,4.62,Inspección
796,19,1,11,2,2023-12-16,2023-12-16 04:07:00,Vibraciones excesivas,Media,7.88,Operador
797,3,10,11,1,2023-12-16,2023-12-16 12:20:00,Pérdida de señal,Baja,2.44,Monitoreo remoto
798,3,12,11,1,2023-12-16,2023-12-16 16:19:00,Vibraciones excesivas,Media,5.64,Monitoreo remoto
799,8,19,10,1,2023-12-16,2023-12-16 17:25:00,Desgaste de engranajes,Crítica,63.76,Operador
800,18,5,14,1,2023-12-17,2023-12-17 15:28:00,Fuga de aceite,Alta,15.55,Inspección
801,1,8,11,2,2023-12-18,2023-12-18 01:33:00,Falla de arranque,Baja,2.14,Monitoreo remoto
802,13,13,11,1,2023-12-18,2023-12-18 11:36:00,Vibraciones excesivas,Media,7.43,Operador
803,6,20,11,1,2023-12-18,2023-12-18 12:58:00,Desgaste excesivo,Alta,20.26,Inspección
804,13,1,11,1,2023-12-18,2023-12-18 17:10:00,Recalentamiento,Media,6.71,Operador
805,1,1,11,1,2023-12-19,2023-12-19 12:05:00,Vibraciones excesivas,Media,8.73,Inspección
806,19,35,10,2,2023-12-20,2023-12-20 01:46:00,Falla de controles,Media,7.58,Operador
807,4,21,11,1,2023-12-21,2023-12-21 16:59:00,Falla de frenos,Baja,2.65,Operador
808,20,16,11,2,2023-12-21,2023-12-21 23:00:00,Recalentamiento aceite,Baja,2.38,Operador
809,3,23,6,2,2023-12-22,2023-12-22 05:39:00,Pinchadura,Alta,21.96,Operador
